task_id,span_id,rule_norm,judge_severity,judge_score,final_sensitivity,next_action_type_changed,next_action_arguments_f1_loss,candidate_objects_f1_loss,active_constraints_f1_loss
b119b1f_1,step_001,0.1667,low,0.25,0.2083,0,0.0,0.0,1.0
57c3486_2,step_020,0.7381,high,1.0,0.869,1,1.0,1.0,1.0
b119b1f_1,step_002,0.2143,low,0.25,0.2321,1,0.0,0.0,0.0
57c3486_2,step_021,0.7492,high,1.0,0.8746,1,1.0,1.0,1.0
b119b1f_1,step_003,0.0238,none,0.0,0.0119,0,0.0,0.0,0.0
b119b1f_1,step_004,0.0,none,0.0,0.0,0,0.0,0.0,0.0
b119b1f_1,step_005,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
b119b1f_1,step_006,0.0,none,0.0,0.0,0,0.0,0.0,0.0
b119b1f_1,step_009,0.0,none,0.0,0.0,0,0.0,0.0,0.0
b119b1f_1,step_010,0.0238,none,0.0,0.0119,0,0.0,0.0,0.0
b119b1f_1,step_008,0.2434,none,0.0,0.1217,1,0.0,0.0,0.0
b119b1f_1,step_007,0.1667,none,0.0,0.0833,0,0.0,0.0,1.0
b119b1f_1,step_011,0.0476,none,0.0,0.0238,0,0.0,0.0,0.0
b119b1f_1,step_012,0.2381,low,0.25,0.244,1,0.0,0.0,0.0
b119b1f_1,step_013,0.1429,none,0.0,0.0714,0,0.0,0.0,1.0
b119b1f_1,step_014,0.0,none,0.0,0.0,0,0.0,0.0,0.0
b119b1f_1,step_017,0.0,none,0.0,0.0,0,0.0,0.0,0.0
b119b1f_1,step_016,0.1429,none,0.0,0.0714,0,0.0,0.0,1.0
b119b1f_1,step_015,0.0476,none,0.0,0.0238,0,0.0,0.0,0.0
b119b1f_1,step_020,0.2511,medium,0.6,0.4255,1,0.0,0.0,0.0
b119b1f_1,step_018,0.1905,none,0.0,0.0953,0,0.0,0.0,1.0
b119b1f_1,step_019,0.2698,low,0.25,0.2599,1,0.0,0.0,0.0
4ec8de5_3,step_001,0.2585,medium,0.6,0.4293,1,0.0,0.0,0.0
4ec8de5_3,step_002,0.2177,none,0.0,0.1089,1,0.0,0.0,0.0
4ec8de5_3,step_005,0.2177,none,0.0,0.1089,1,0.0,0.0,0.0
4ec8de5_3,step_003,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
4ec8de5_3,step_006,0.0741,none,0.0,0.037,0,0.0,0.0,0.0
4ec8de5_3,step_008,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
4ec8de5_3,step_004,0.0317,none,0.0,0.0158,0,0.0,0.0,0.0
4ec8de5_3,step_007,0.2684,none,0.0,0.1342,1,0.0,0.0,0.0
4ec8de5_3,step_009,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
4ec8de5_3,step_011,0.0272,none,0.0,0.0136,0,0.0,0.0,0.0
4ec8de5_3,step_010,0.254,low,0.25,0.252,1,0.0,0.0,0.0
4ec8de5_3,step_012,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
4ec8de5_3,step_013,0.2177,none,0.0,0.1089,1,0.0,0.0,0.0
4ec8de5_3,step_015,0.2177,none,0.0,0.1089,1,0.0,0.0,0.0
4ec8de5_3,step_014,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
4ec8de5_3,step_018,0.0272,none,0.0,0.0136,0,0.0,0.0,0.0
4ec8de5_3,step_017,0.2041,none,0.0,0.1021,1,0.0,0.0,0.0
4ec8de5_3,step_016,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
4ec8de5_3,step_019,0.2564,low,0.25,0.2532,1,0.0,0.0,0.0
6171bbc_2,step_002,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
6171bbc_2,step_003,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
6171bbc_2,step_001,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
6171bbc_2,step_004,0.0408,none,0.0,0.0204,0,0.0,0.0,0.0
6171bbc_2,step_005,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
6171bbc_2,step_006,0.0544,none,0.0,0.0272,0,0.0,0.0,0.0
4ec8de5_3,step_020,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6171bbc_2,step_007,0.2349,none,0.0,0.1174,1,0.0,0.0,0.0
6171bbc_2,step_009,0.0272,none,0.0,0.0136,0,0.0,0.0,0.0
6171bbc_2,step_010,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
6171bbc_2,step_008,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
6171bbc_2,step_011,0.0408,none,0.0,0.0204,0,0.0,0.0,0.0
6171bbc_2,step_012,0.0544,none,0.0,0.0272,0,0.0,0.0,0.0
6171bbc_2,step_013,0.0698,none,0.0,0.0349,0,0.0,0.0,0.0
6171bbc_2,step_014,0.0408,none,0.0,0.0204,0,0.0,0.0,0.0
6171bbc_2,step_015,0.0544,none,0.0,0.0272,0,0.0,0.0,0.0
6171bbc_2,step_017,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
6171bbc_2,step_016,0.0408,none,0.0,0.0204,0,0.0,0.0,0.0
6171bbc_2,step_018,0.0408,none,0.0,0.0204,0,0.0,0.0,0.0
50e1ac9_1,step_001,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
6171bbc_2,step_020,0.068,medium,0.6,0.334,0,0.0,0.0,0.0
6171bbc_2,step_019,0.8299,high,1.0,0.9149,1,1.0,1.0,1.0
50e1ac9_1,step_002,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
50e1ac9_1,step_004,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
50e1ac9_1,step_006,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
50e1ac9_1,step_003,0.2857,medium,0.6,0.4428,1,0.0,0.0,0.0
50e1ac9_1,step_005,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
50e1ac9_1,step_009,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
50e1ac9_1,step_008,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_011,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_010,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_007,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_012,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
50e1ac9_1,step_014,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_013,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_016,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
50e1ac9_1,step_015,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
50e1ac9_1,step_017,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
50e1ac9_1,step_019,0.4762,medium,0.6,0.5381,1,1.0,0.0,0.0
50e1ac9_1,step_018,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
57c3486_1,step_001,0.2491,none,0.0,0.1245,1,0.0,0.0,0.0
57c3486_1,step_003,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
57c3486_1,step_002,0.2125,none,0.0,0.1062,1,0.0,0.0,0.0
57c3486_1,step_004,0.2095,low,0.25,0.2298,1,0.0,0.0,0.0
57c3486_1,step_007,0.2766,none,0.0,0.1383,1,0.0,0.0,0.0
57c3486_1,step_006,0.2051,none,0.0,0.1026,1,0.0,0.0,0.0
57c3486_1,step_005,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
57c3486_1,step_008,0.2476,none,0.0,0.1238,1,0.0,0.0,0.0
57c3486_1,step_009,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
57c3486_1,step_010,0.2125,none,0.0,0.1062,1,0.0,0.0,0.0
57c3486_1,step_011,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
57c3486_1,step_012,0.0513,low,0.25,0.1507,0,0.0,0.0,0.0
57c3486_1,step_014,0.0862,none,0.0,0.0431,0,0.0,0.0,0.0
57c3486_1,step_013,0.2051,none,0.0,0.1026,1,0.0,0.0,0.0
57c3486_1,step_015,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
57c3486_1,step_018,0.2766,none,0.0,0.1383,1,0.0,0.0,0.0
6c2c621_3,step_001,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
57c3486_1,step_016,0.1905,none,0.0,0.0953,1,0.0,0.0,0.0
57c3486_1,step_017,0.0147,none,0.0,0.0073,0,0.0,0.0,0.0
6c2c621_3,step_004,0.2857,high,1.0,0.6429,1,0.0,0.0,0.0
6c2c621_3,step_002,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
57c3486_1,step_019,0.2762,medium,0.6,0.4381,1,0.0,0.0,0.0
6c2c621_3,step_007,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_005,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_010,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_006,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_011,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_012,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_009,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_015,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_013,0.2857,high,1.0,0.6429,1,0.0,0.0,0.0
6c2c621_3,step_017,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_014,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_016,0.0952,high,1.0,0.5476,0,0.0,0.0,0.0
6c2c621_3,step_018,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
df61dc5_2,step_001,0.1905,none,0.0,0.0953,1,0.0,0.0,0.0
6c2c621_3,step_019,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
df61dc5_2,step_002,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
df61dc5_2,step_004,0.1905,low,0.25,0.2203,1,0.0,0.0,0.0
df61dc5_2,step_005,0.1978,medium,0.6,0.3989,1,0.0,0.0,0.0
df61dc5_2,step_006,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
df61dc5_2,step_003,0.2041,none,0.0,0.1021,1,0.0,0.0,0.0
df61dc5_2,step_008,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
df61dc5_2,step_007,0.0136,none,0.0,0.0068,0,0.0,0.0,0.0
df61dc5_2,step_009,0.2857,medium,0.6,0.4428,1,0.0,0.0,0.0
df61dc5_2,step_010,0.0136,none,0.0,0.0068,0,0.0,0.0,0.0
df61dc5_2,step_011,0.1905,none,0.0,0.0953,1,0.0,0.0,0.0
df61dc5_2,step_012,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
df61dc5_2,step_013,0.1905,none,0.0,0.0953,1,0.0,0.0,0.0
df61dc5_2,step_015,0.1978,low,0.25,0.2239,1,0.0,0.0,0.0
df61dc5_2,step_014,0.2041,none,0.0,0.1021,1,0.0,0.0,0.0
df61dc5_2,step_017,0.2041,low,0.25,0.2271,1,0.0,0.0,0.0
df61dc5_2,step_016,0.2125,low,0.25,0.2313,1,0.0,0.0,0.0
df61dc5_2,step_018,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
6171bbc_3,step_001,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
6171bbc_3,step_002,0.0544,none,0.0,0.0272,0,0.0,0.0,0.0
6171bbc_3,step_003,0.2564,none,0.0,0.1282,1,0.0,0.0,0.0
6171bbc_3,step_004,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
6171bbc_3,step_005,0.2711,none,0.0,0.1356,1,0.0,0.0,0.0
6171bbc_3,step_007,0.0806,none,0.0,0.0403,0,0.0,0.0,0.0
6171bbc_3,step_006,0.0806,none,0.0,0.0403,0,0.0,0.0,0.0
6171bbc_3,step_009,0.2711,none,0.0,0.1356,1,0.0,0.0,0.0
6171bbc_3,step_008,0.0806,none,0.0,0.0403,0,0.0,0.0,0.0
6171bbc_3,step_010,0.2418,none,0.0,0.1209,1,0.0,0.0,0.0
6171bbc_3,step_011,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
6171bbc_3,step_012,0.0366,none,0.0,0.0183,0,0.0,0.0,0.0
6171bbc_3,step_013,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
6171bbc_3,step_014,0.0513,none,0.0,0.0256,0,0.0,0.0,0.0
6171bbc_3,step_016,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
6171bbc_3,step_015,0.2564,none,0.0,0.1282,1,0.0,0.0,0.0
6171bbc_3,step_018,0.0635,none,0.0,0.0318,0,0.0,0.0,0.0
6171bbc_3,step_017,0.2418,none,0.0,0.1209,1,0.0,0.0,0.0
4ec8de5_1,step_002,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_001,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_003,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_004,0.619,medium,0.6,0.6095,1,1.0,0.0,1.0
4ec8de5_1,step_008,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_005,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_009,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_007,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_010,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_006,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_013,0.619,medium,0.6,0.6095,1,1.0,0.0,1.0
4ec8de5_1,step_011,0.5714,low,0.25,0.4107,1,1.0,0.0,1.0
4ec8de5_1,step_012,0.5714,high,1.0,0.7857,1,1.0,0.0,1.0
4ec8de5_1,step_015,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_014,0.619,high,1.0,0.8095,1,1.0,0.0,1.0
4ec8de5_1,step_016,0.619,medium,0.6,0.6095,1,1.0,0.0,1.0
d4e9306_1,step_004,0.0606,none,0.0,0.0303,0,0.0,0.0,0.0
d4e9306_1,step_001,0.2511,none,0.0,0.1255,1,0.0,0.0,0.0
d4e9306_1,step_002,0.0606,none,0.0,0.0303,0,0.0,0.0,0.0
d4e9306_1,step_006,0.0779,none,0.0,0.0389,0,0.0,0.0,0.0
d4e9306_1,step_003,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
d4e9306_1,step_007,0.0806,none,0.0,0.0403,0,0.0,0.0,0.0
d4e9306_1,step_005,0.2684,none,0.0,0.1342,1,0.0,0.0,0.0
4ec8de5_1,step_017,0.8476,high,1.0,0.9238,1,1.0,1.0,1.0
d4e9306_1,step_008,0.2511,none,0.0,0.1255,1,0.0,0.0,0.0
d4e9306_1,step_009,0.0606,none,0.0,0.0303,0,0.0,0.0,0.0
d4e9306_1,step_011,0.0606,none,0.0,0.0303,0,0.0,0.0,0.0
d4e9306_1,step_010,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
d4e9306_1,step_014,0.026,none,0.0,0.013,0,0.0,0.0,0.0
d4e9306_1,step_012,0.0779,none,0.0,0.0389,0,0.0,0.0,0.0
d4e9306_1,step_015,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
d4e9306_1,step_013,0.8148,high,1.0,0.9074,1,1.0,1.0,1.0
396c5a2_1,step_002,0.0635,none,0.0,0.0318,0,0.0,0.0,0.0
396c5a2_1,step_001,0.2271,low,0.25,0.2385,1,0.0,0.0,0.0
d4e9306_1,step_016,0.2511,none,0.0,0.1255,1,0.0,0.0,0.0
396c5a2_1,step_003,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
d4e9306_1,step_017,0.2667,high,1.0,0.6333,1,0.0,0.0,0.0
396c5a2_1,step_004,0.0544,none,0.0,0.0272,0,0.0,0.0,0.0
396c5a2_1,step_006,0.0136,none,0.0,0.0068,0,0.0,0.0,0.0
396c5a2_1,step_005,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
396c5a2_1,step_007,0.022,low,0.25,0.136,0,0.0,0.0,0.0
396c5a2_1,step_009,0.022,low,0.25,0.136,0,0.0,0.0,0.0
396c5a2_1,step_008,0.2063,none,0.0,0.1032,1,0.0,0.0,0.0
396c5a2_1,step_010,0.0366,low,0.25,0.1433,0,0.0,0.0,0.0
396c5a2_1,step_011,0.2125,none,0.0,0.1062,1,0.0,0.0,0.0
396c5a2_1,step_014,0.0136,none,0.0,0.0068,0,0.0,0.0,0.0
396c5a2_1,step_012,0.0272,none,0.0,0.0136,0,0.0,0.0,0.0
396c5a2_1,step_016,0.2063,low,0.25,0.2282,1,0.0,0.0,0.0
396c5a2_1,step_013,0.022,none,0.0,0.011,0,0.0,0.0,0.0
396c5a2_1,step_015,0.2125,none,0.0,0.1062,1,0.0,0.0,0.0
fac291d_1,step_001,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_002,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
396c5a2_1,step_017,0.8355,high,1.0,0.9178,1,1.0,1.0,1.0
fac291d_1,step_003,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_004,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
fac291d_1,step_006,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_008,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_005,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
fac291d_1,step_007,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_009,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_010,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
fac291d_1,step_011,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_013,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
fac291d_1,step_012,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
d4e9306_2,step_001,0.2063,none,0.0,0.1032,1,0.0,0.0,0.0
fac291d_1,step_015,0.0952,medium,0.6,0.3476,0,0.0,0.0,0.0
fac291d_1,step_014,0.0317,none,0.0,0.0158,0,0.0,0.0,0.0
d4e9306_2,step_002,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
d4e9306_2,step_003,0.0635,none,0.0,0.0318,0,0.0,0.0,0.0
fac291d_1,step_016,0.4762,high,1.0,0.7381,1,1.0,0.0,0.0
d4e9306_2,step_004,0.0,none,0.0,0.0,0,0.0,0.0,0.0
d4e9306_2,step_007,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
d4e9306_2,step_005,0.0635,none,0.0,0.0318,0,0.0,0.0,0.0
d4e9306_2,step_009,0.0635,none,0.0,0.0318,0,0.0,0.0,0.0
d4e9306_2,step_008,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
d4e9306_2,step_010,0.0635,none,0.0,0.0318,0,0.0,0.0,0.0
d4e9306_2,step_011,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
d4e9306_2,step_006,0.0476,none,0.0,0.0238,0,0.0,0.0,0.0
d4e9306_2,step_012,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
d4e9306_2,step_013,0.0159,none,0.0,0.008,0,0.0,0.0,0.0
d4e9306_2,step_014,0.2165,low,0.25,0.2333,1,0.0,0.0,0.0
383cbac_2,step_001,0.5952,high,1.0,0.7976,1,1.0,0.0,1.0
383cbac_2,step_003,0.2381,high,1.0,0.619,0,0.0,0.0,1.0
383cbac_2,step_002,0.2169,medium,0.6,0.4084,0,0.0,0.0,1.0
d4e9306_2,step_016,0.4762,medium,0.6,0.5381,1,1.0,0.0,0.0
383cbac_2,step_004,0.2646,high,1.0,0.6323,0,0.0,0.0,1.0
383cbac_2,step_006,0.2381,medium,0.6,0.419,0,0.0,0.0,1.0
d4e9306_2,step_015,0.781,high,1.0,0.8905,1,1.0,1.0,1.0
383cbac_2,step_007,0.4286,medium,0.6,0.5143,1,0.0,0.0,1.0
383cbac_2,step_008,0.5265,high,1.0,0.7632,1,1.0,0.0,0.5
383cbac_2,step_005,0.836,high,1.0,0.918,1,1.0,1.0,1.0
383cbac_2,step_009,0.7407,high,1.0,0.8703,1,1.0,0.0,1.0
383cbac_2,step_010,0.219,high,1.0,0.6095,0,0.0,0.0,1.0
383cbac_2,step_011,0.2381,medium,0.6,0.419,0,0.0,0.0,1.0
383cbac_2,step_012,0.2381,high,1.0,0.619,0,0.0,0.0,1.0
383cbac_2,step_013,0.181,none,0.0,0.0905,0,0.0,0.0,1.0
383cbac_2,step_014,0.2857,high,1.0,0.6429,0,0.0,0.0,1.0
68ee2c9_2,step_001,0.0816,none,0.0,0.0408,0,0.0,0.0,0.0
383cbac_2,step_015,0.8776,high,1.0,0.9388,1,1.0,1.0,1.0
68ee2c9_2,step_002,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
68ee2c9_2,step_004,0.2721,none,0.0,0.1361,1,0.0,0.0,0.0
383cbac_2,step_016,0.8299,medium,0.6,0.7149,1,1.0,1.0,1.0
68ee2c9_2,step_003,0.2721,none,0.0,0.1361,1,0.0,0.0,0.0
68ee2c9_2,step_005,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
68ee2c9_2,step_006,0.2711,low,0.25,0.2606,1,0.0,0.0,0.0
68ee2c9_2,step_009,0.2711,none,0.0,0.1356,1,0.0,0.0,0.0
68ee2c9_2,step_007,0.2762,none,0.0,0.1381,1,0.0,0.0,0.0
68ee2c9_2,step_011,0.068,none,0.0,0.034,0,0.0,0.0,0.0
68ee2c9_2,step_010,0.2449,none,0.0,0.1225,1,0.0,0.0,0.0
68ee2c9_2,step_013,0.2721,none,0.0,0.1361,1,0.0,0.0,0.0
68ee2c9_2,step_012,0.2603,none,0.0,0.1301,1,0.0,0.0,0.0
68ee2c9_2,step_008,0.2766,none,0.0,0.1383,1,0.0,0.0,0.0
68ee2c9_2,step_014,0.0816,none,0.0,0.0408,0,0.0,0.0,0.0
396c5a2_2,step_004,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
396c5a2_2,step_001,0.026,none,0.0,0.013,0,0.0,0.0,0.0
396c5a2_2,step_002,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
396c5a2_2,step_003,0.026,none,0.0,0.013,0,0.0,0.0,0.0
68ee2c9_2,step_015,0.4159,none,0.0,0.2079,1,0.0,0.0,1.0
396c5a2_2,step_005,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
396c5a2_2,step_006,0.0106,low,0.25,0.1303,0,0.0,0.0,0.0
68ee2c9_2,step_016,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
396c5a2_2,step_009,0.0106,none,0.0,0.0053,0,0.0,0.0,0.0
396c5a2_2,step_010,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
396c5a2_2,step_007,0.2338,none,0.0,0.1169,1,0.0,0.0,0.0
396c5a2_2,step_011,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
396c5a2_2,step_008,0.2011,none,0.0,0.1006,1,0.0,0.0,0.0
396c5a2_2,step_012,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
396c5a2_2,step_014,0.0106,none,0.0,0.0053,0,0.0,0.0,0.0
396c5a2_2,step_013,0.026,none,0.0,0.013,0,0.0,0.0,0.0
396c5a2_2,step_015,0.2095,none,0.0,0.1047,1,0.0,0.0,0.0
396c5a2_2,step_016,0.4868,high,1.0,0.7434,1,0.0,0.0,1.0
