chain_id,case_id,target_fact_id,target_fact_type,condition_type,prompt_family,model,init_type,budget_chars,converged,convergence_round,final_round,final_context_chars,final_fact_count,needed_fact_recall_fixed,narrative_fact_recall_fixed,executable_fact_recall_fixed,control_fact_recall_fixed
4ec8de5_1__4ec8de5_1.fact0011__needed__general_task_aware__qwen__detail_heavy,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,DETAIL_HEAVY,1500,True,5,6,642,7,1.0,1.0,1.0,
4ec8de5_1__4ec8de5_1.fact0011__needed__general_task_aware__qwen__fact_table_only,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,FACT_TABLE_ONLY,1500,True,6,6,430,6,0.8571428571428571,1.0,0.8333333333333334,
4ec8de5_1__4ec8de5_1.fact0011__needed__general_task_aware__qwen__narrative_heavy,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,NARRATIVE_HEAVY,1500,True,3,6,718,5,0.7142857142857143,0.0,0.8333333333333334,
4ec8de5_1__4ec8de5_1.fact0011__needed__general_task_aware__qwen__raw_full,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,RAW_FULL,1500,True,-1,6,720,6,0.42857142857142855,0.0,0.5,
4ec8de5_1__4ec8de5_1.fact0011__task_agnostic__general_task_agnostic__minimax__raw_full,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,6,6,638,6,,1.0,0.8333333333333334,
4ec8de5_1__4ec8de5_1.fact0011__task_agnostic__general_task_agnostic__qwen__raw_full,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,6,6,529,3,,0.0,0.5,
4ec8de5_1__4ec8de5_1.fact0011__unneeded__general_task_aware__minimax__raw_full,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,353,1,,0.0,0.16666666666666666,
4ec8de5_1__4ec8de5_1.fact0011__unneeded__general_task_aware__qwen__raw_full,4ec8de5_1,4ec8de5_1.fact0011,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,4,6,542,2,,0.0,0.3333333333333333,
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__minimax__detail_heavy,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,DETAIL_HEAVY,1500,True,5,6,718,3,0.375,0.0,0.5,0.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__minimax__fact_table_only,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,FACT_TABLE_ONLY,1500,True,2,6,571,8,1.0,1.0,1.0,1.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__minimax__narrative_heavy,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,NARRATIVE_HEAVY,1500,True,4,6,751,2,0.25,0.0,0.3333333333333333,0.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__minimax__raw_full,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,RAW_FULL,1500,True,-1,6,679,6,0.375,0.0,0.5,0.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__qwen__detail_heavy,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,DETAIL_HEAVY,1500,True,3,6,601,6,0.75,0.0,0.8333333333333334,1.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__qwen__fact_table_only,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,FACT_TABLE_ONLY,1500,True,3,6,379,7,0.875,0.0,1.0,1.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__qwen__narrative_heavy,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,NARRATIVE_HEAVY,1500,True,5,6,586,5,0.625,0.0,0.8333333333333334,0.0
4ec8de5_3__4ec8de5_3.fact0001__needed__general_task_aware__qwen__raw_full,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,RAW_FULL,1500,True,-1,6,670,4,0.25,0.0,0.3333333333333333,0.0
4ec8de5_3__4ec8de5_3.fact0001__task_agnostic__general_task_agnostic__minimax__raw_full,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,3,6,575,5,,1.0,0.6666666666666666,0.0
4ec8de5_3__4ec8de5_3.fact0001__task_agnostic__general_task_agnostic__qwen__raw_full,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,5,6,319,5,,0.0,0.8333333333333334,0.0
4ec8de5_3__4ec8de5_3.fact0001__unneeded__general_task_aware__minimax__raw_full,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,minimax,RAW_FULL,1500,True,5,6,856,2,,0.0,0.3333333333333333,0.0
4ec8de5_3__4ec8de5_3.fact0001__unneeded__general_task_aware__qwen__raw_full,4ec8de5_3,4ec8de5_3.fact0001,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,4,6,406,3,,0.0,0.5,0.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__minimax__detail_heavy,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,minimax,DETAIL_HEAVY,1500,False,-1,6,937,2,0.25,,0.3333333333333333,0.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__minimax__fact_table_only,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,minimax,FACT_TABLE_ONLY,1500,True,4,6,809,8,1.0,,1.0,1.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__minimax__narrative_heavy,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,minimax,NARRATIVE_HEAVY,1500,True,5,6,504,1,0.125,,0.16666666666666666,0.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__minimax__raw_full,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,minimax,RAW_FULL,1500,True,-1,6,583,4,0.25,,0.3333333333333333,0.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__qwen__detail_heavy,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,qwen,DETAIL_HEAVY,1500,True,4,6,1105,7,0.875,,1.0,0.5
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__qwen__fact_table_only,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,qwen,FACT_TABLE_ONLY,1500,True,3,6,651,8,1.0,,1.0,1.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__qwen__narrative_heavy,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,qwen,NARRATIVE_HEAVY,1500,True,4,6,719,0,0.0,,0.0,0.0
4fab96f_1__4fab96f_1.fact0003__needed__general_task_aware__qwen__raw_full,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,qwen,RAW_FULL,1500,True,-1,6,751,2,0.125,,0.16666666666666666,0.0
4fab96f_1__4fab96f_1.fact0003__task_agnostic__general_task_agnostic__minimax__raw_full,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,False,-1,6,356,1,,,0.16666666666666666,0.0
4fab96f_1__4fab96f_1.fact0003__task_agnostic__general_task_agnostic__qwen__raw_full,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,4,6,555,0,,,0.0,0.0
4fab96f_1__4fab96f_1.fact0003__unneeded__general_task_aware__minimax__raw_full,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,unneeded,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,786,3,,,0.5,0.0
4fab96f_1__4fab96f_1.fact0003__unneeded__general_task_aware__qwen__raw_full,4fab96f_1,4fab96f_1.fact0003,RUNTIME_VARIABLE,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,2,6,887,0,,,0.0,0.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__minimax__detail_heavy,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,DETAIL_HEAVY,1500,True,2,6,716,9,1.0,,1.0,1.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__minimax__fact_table_only,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,FACT_TABLE_ONLY,1500,True,2,6,766,8,0.8888888888888888,,0.8333333333333334,1.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__minimax__narrative_heavy,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,NARRATIVE_HEAVY,1500,True,5,6,481,1,0.1111111111111111,,0.16666666666666666,0.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__minimax__raw_full,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,RAW_FULL,1500,True,-1,6,696,5,0.2777777777777778,,0.4166666666666667,0.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__qwen__detail_heavy,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,DETAIL_HEAVY,1500,False,-1,6,666,7,0.7777777777777778,,0.8333333333333334,1.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__qwen__fact_table_only,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,FACT_TABLE_ONLY,1500,True,4,6,545,7,0.7777777777777778,,1.0,0.5
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__qwen__narrative_heavy,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,NARRATIVE_HEAVY,1500,True,6,6,575,5,0.5555555555555556,,0.8333333333333334,0.0
4fab96f_2__4fab96f_2.fact0014__needed__general_task_aware__qwen__raw_full,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,RAW_FULL,1500,True,-1,6,1032,10,0.5555555555555556,,0.8333333333333334,0.0
4fab96f_2__4fab96f_2.fact0014__task_agnostic__general_task_agnostic__minimax__raw_full,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,False,-1,6,662,4,,,0.5,0.0
4fab96f_2__4fab96f_2.fact0014__task_agnostic__general_task_agnostic__qwen__raw_full,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,6,6,605,6,,,0.8333333333333334,0.5
4fab96f_2__4fab96f_2.fact0014__unneeded__general_task_aware__minimax__raw_full,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,791,2,,,0.3333333333333333,0.0
4fab96f_2__4fab96f_2.fact0014__unneeded__general_task_aware__qwen__raw_full,4fab96f_2,4fab96f_2.fact0014,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,4,6,885,1,,,0.16666666666666666,0.0
50e1ac9_1__50e1ac9_1.fact0009__needed__general_task_aware__minimax__raw_full,50e1ac9_1,50e1ac9_1.fact0009,RUNTIME_VARIABLE,needed,general_task_aware,minimax,RAW_FULL,1500,True,5,6,895,5,0.625,0.5,0.6666666666666666,
50e1ac9_1__50e1ac9_1.fact0009__needed__general_task_aware__qwen__raw_full,50e1ac9_1,50e1ac9_1.fact0009,RUNTIME_VARIABLE,needed,general_task_aware,qwen,RAW_FULL,1500,True,5,6,585,5,0.625,0.5,0.6666666666666666,
50e1ac9_1__50e1ac9_1.fact0009__task_agnostic__general_task_agnostic__minimax__raw_full,50e1ac9_1,50e1ac9_1.fact0009,RUNTIME_VARIABLE,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,4,6,305,4,,0.5,0.5,
50e1ac9_1__50e1ac9_1.fact0009__task_agnostic__general_task_agnostic__qwen__raw_full,50e1ac9_1,50e1ac9_1.fact0009,RUNTIME_VARIABLE,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,6,6,327,4,,0.5,0.5,
50e1ac9_1__50e1ac9_1.fact0009__unneeded__general_task_aware__minimax__raw_full,50e1ac9_1,50e1ac9_1.fact0009,RUNTIME_VARIABLE,unneeded,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,1065,3,,0.5,0.3333333333333333,
50e1ac9_1__50e1ac9_1.fact0009__unneeded__general_task_aware__qwen__raw_full,50e1ac9_1,50e1ac9_1.fact0009,RUNTIME_VARIABLE,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,6,6,722,5,,0.5,0.6666666666666666,
530b157_3__530b157_3.fact0003__needed__general_task_aware__minimax__raw_full,530b157_3,530b157_3.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,minimax,RAW_FULL,1500,True,3,6,357,4,0.5,,0.6666666666666666,0.0
530b157_3__530b157_3.fact0003__needed__general_task_aware__qwen__raw_full,530b157_3,530b157_3.fact0003,RUNTIME_VARIABLE,needed,general_task_aware,qwen,RAW_FULL,1500,True,5,6,473,4,0.5,,0.6666666666666666,0.0
530b157_3__530b157_3.fact0003__task_agnostic__general_task_agnostic__minimax__raw_full,530b157_3,530b157_3.fact0003,RUNTIME_VARIABLE,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,False,-1,6,141,2,,,0.3333333333333333,0.0
530b157_3__530b157_3.fact0003__task_agnostic__general_task_agnostic__qwen__raw_full,530b157_3,530b157_3.fact0003,RUNTIME_VARIABLE,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,4,6,417,2,,,0.3333333333333333,0.0
530b157_3__530b157_3.fact0003__unneeded__general_task_aware__minimax__raw_full,530b157_3,530b157_3.fact0003,RUNTIME_VARIABLE,unneeded,general_task_aware,minimax,RAW_FULL,1500,True,4,6,308,4,,,0.6666666666666666,0.0
530b157_3__530b157_3.fact0003__unneeded__general_task_aware__qwen__raw_full,530b157_3,530b157_3.fact0003,RUNTIME_VARIABLE,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,6,6,743,3,,,0.5,0.0
57c3486_1__57c3486_1.fact0014__needed__general_task_aware__minimax__raw_full,57c3486_1,57c3486_1.fact0014,ACTION_OUTCOME,needed,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,567,3,0.3333333333333333,1.0,0.3333333333333333,0.0
57c3486_1__57c3486_1.fact0014__needed__general_task_aware__qwen__raw_full,57c3486_1,57c3486_1.fact0014,ACTION_OUTCOME,needed,general_task_aware,qwen,RAW_FULL,1500,True,6,6,527,3,0.3333333333333333,0.0,0.16666666666666666,1.0
57c3486_1__57c3486_1.fact0014__task_agnostic__general_task_agnostic__minimax__raw_full,57c3486_1,57c3486_1.fact0014,ACTION_OUTCOME,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,6,6,135,1,,1.0,0.0,0.0
57c3486_1__57c3486_1.fact0014__task_agnostic__general_task_agnostic__qwen__raw_full,57c3486_1,57c3486_1.fact0014,ACTION_OUTCOME,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,5,6,322,0,,0.0,0.0,0.0
57c3486_1__57c3486_1.fact0014__unneeded__general_task_aware__minimax__raw_full,57c3486_1,57c3486_1.fact0014,ACTION_OUTCOME,unneeded,general_task_aware,minimax,RAW_FULL,1500,True,5,6,822,5,,1.0,0.6666666666666666,0.0
57c3486_1__57c3486_1.fact0014__unneeded__general_task_aware__qwen__raw_full,57c3486_1,57c3486_1.fact0014,ACTION_OUTCOME,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,2,6,525,1,,0.0,0.16666666666666666,0.0
57c3486_2__57c3486_2.fact0004__needed__general_task_aware__minimax__raw_full,57c3486_2,57c3486_2.fact0004,API_SCHEMA_OR_PARAMETER,needed,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,768,5,0.8333333333333334,,0.8333333333333334,
57c3486_2__57c3486_2.fact0004__needed__general_task_aware__qwen__raw_full,57c3486_2,57c3486_2.fact0004,API_SCHEMA_OR_PARAMETER,needed,general_task_aware,qwen,RAW_FULL,1500,True,6,6,564,3,0.5,,0.5,
57c3486_2__57c3486_2.fact0004__task_agnostic__general_task_agnostic__minimax__raw_full,57c3486_2,57c3486_2.fact0004,API_SCHEMA_OR_PARAMETER,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,6,6,313,2,,,0.3333333333333333,
57c3486_2__57c3486_2.fact0004__task_agnostic__general_task_agnostic__qwen__raw_full,57c3486_2,57c3486_2.fact0004,API_SCHEMA_OR_PARAMETER,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,3,6,548,0,,,0.0,
57c3486_2__57c3486_2.fact0004__unneeded__general_task_aware__minimax__raw_full,57c3486_2,57c3486_2.fact0004,API_SCHEMA_OR_PARAMETER,unneeded,general_task_aware,minimax,RAW_FULL,1500,True,4,6,569,5,,,0.8333333333333334,
57c3486_2__57c3486_2.fact0004__unneeded__general_task_aware__qwen__raw_full,57c3486_2,57c3486_2.fact0004,API_SCHEMA_OR_PARAMETER,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,6,6,553,2,,,0.3333333333333333,
57c3486_3__57c3486_3.fact0003__needed__general_task_aware__minimax__raw_full,57c3486_3,57c3486_3.fact0003,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,RAW_FULL,1500,True,3,6,1127,7,0.875,1.0,0.8333333333333334,1.0
57c3486_3__57c3486_3.fact0003__needed__general_task_aware__qwen__raw_full,57c3486_3,57c3486_3.fact0003,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,RAW_FULL,1500,True,4,6,672,2,0.25,0.0,0.3333333333333333,0.0
57c3486_3__57c3486_3.fact0003__task_agnostic__general_task_agnostic__minimax__raw_full,57c3486_3,57c3486_3.fact0003,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,4,6,706,5,,1.0,0.6666666666666666,0.0
57c3486_3__57c3486_3.fact0003__task_agnostic__general_task_agnostic__qwen__raw_full,57c3486_3,57c3486_3.fact0003,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,4,6,552,2,,0.0,0.3333333333333333,0.0
57c3486_3__57c3486_3.fact0003__unneeded__general_task_aware__minimax__raw_full,57c3486_3,57c3486_3.fact0003,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,minimax,RAW_FULL,1500,True,4,6,644,5,,0.0,0.8333333333333334,0.0
57c3486_3__57c3486_3.fact0003__unneeded__general_task_aware__qwen__raw_full,57c3486_3,57c3486_3.fact0003,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,5,6,516,1,,0.0,0.16666666666666666,0.0
6171bbc_2__6171bbc_2.fact0001__needed__general_task_aware__minimax__raw_full,6171bbc_2,6171bbc_2.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,RAW_FULL,1500,True,5,6,662,1,0.125,,0.16666666666666666,0.0
6171bbc_2__6171bbc_2.fact0001__needed__general_task_aware__qwen__raw_full,6171bbc_2,6171bbc_2.fact0001,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,RAW_FULL,1500,True,5,6,694,1,0.125,,0.16666666666666666,0.0
6171bbc_2__6171bbc_2.fact0001__task_agnostic__general_task_agnostic__minimax__raw_full,6171bbc_2,6171bbc_2.fact0001,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,True,4,6,567,2,,,0.3333333333333333,0.0
6171bbc_2__6171bbc_2.fact0001__task_agnostic__general_task_agnostic__qwen__raw_full,6171bbc_2,6171bbc_2.fact0001,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,5,6,555,0,,,0.0,0.0
6171bbc_2__6171bbc_2.fact0001__unneeded__general_task_aware__minimax__raw_full,6171bbc_2,6171bbc_2.fact0001,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,minimax,RAW_FULL,1500,True,4,6,662,3,,,0.5,0.0
6171bbc_2__6171bbc_2.fact0001__unneeded__general_task_aware__qwen__raw_full,6171bbc_2,6171bbc_2.fact0001,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,4,6,482,0,,,0.0,0.0
6171bbc_3__6171bbc_3.fact0012__needed__general_task_aware__minimax__raw_full,6171bbc_3,6171bbc_3.fact0012,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,minimax,RAW_FULL,1500,True,3,6,361,4,0.5714285714285714,,0.6666666666666666,0.0
6171bbc_3__6171bbc_3.fact0012__needed__general_task_aware__qwen__raw_full,6171bbc_3,6171bbc_3.fact0012,AUTH_OR_ACCESS_TOKEN,needed,general_task_aware,qwen,RAW_FULL,1500,True,4,6,833,5,0.7142857142857143,,0.8333333333333334,0.0
6171bbc_3__6171bbc_3.fact0012__task_agnostic__general_task_agnostic__minimax__raw_full,6171bbc_3,6171bbc_3.fact0012,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,minimax,RAW_FULL,1500,False,-1,6,396,2,,,0.3333333333333333,0.0
6171bbc_3__6171bbc_3.fact0012__task_agnostic__general_task_agnostic__qwen__raw_full,6171bbc_3,6171bbc_3.fact0012,AUTH_OR_ACCESS_TOKEN,task_agnostic,general_task_agnostic,qwen,RAW_FULL,1500,True,4,6,480,5,,,0.6666666666666666,1.0
6171bbc_3__6171bbc_3.fact0012__unneeded__general_task_aware__minimax__raw_full,6171bbc_3,6171bbc_3.fact0012,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,minimax,RAW_FULL,1500,False,-1,6,491,0,,,0.0,0.0
6171bbc_3__6171bbc_3.fact0012__unneeded__general_task_aware__qwen__raw_full,6171bbc_3,6171bbc_3.fact0012,AUTH_OR_ACCESS_TOKEN,unneeded,general_task_aware,qwen,RAW_FULL,1500,True,5,6,528,2,,,0.3333333333333333,0.0
