context_id,budget,source_agent,target_agent,success_self,success_cross,judge_drop,n_samples
locomo::conv-47::c7f9641c1d,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::a2fa25a3fc,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::6baf315aab,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::9280429023,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::9280429023,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::9280429023,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-48::e625da96c2,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-49::6daa60e277,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-49::2ad46c9c5c,256,A_react,A_plan,0.0,0.0,0.0,16
